track_id,artist,album,track_name,duration_ms,track_genre
60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,216880,alternative
2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,185586,alternative
7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,122772,alternative
0eu4C55hL6x29mmeAjytzC,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Life Goes On,161803,alternative
6bTbMMEShyGyrcuIwtBlpA,Bella Poarch,Dolls EP,Living Hell,174002,alternative
1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,CASTLE OF GLASS,205400,alternative
1EQFOouqdKYdpbNoOHRVO2,GAYLE,abcdefu (angrier),abcdefu (angrier),159836,alternative
0COqiPhxzoWICwFCS4eZcp,Evanescence,Fallen,Bring Me To Life,235893,alternative
26ZzSLUJMmYp5u1hDELEWH,Crystal Castles,(III),Transgender,184760,alternative
7oVEtyuv9NBmnytsCIsY5I,Linkin Park,LIVING THINGS,BURN IT DOWN,230253,alternative
5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,159293,alternative
6IbnUaczZBT34DhaD6S18F,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,154666,alternative
0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,Feel Good Inc.,222640,alternative
2DlHlPMa4M17kufBvI2lEN,System Of A Down,Toxicity,Chop Suey!,210240,alternative
3fjmSxt0PskST13CSdBUFx,Linkin Park,Meteora (Bonus Edition),Somewhere I Belong,213933,alternative
3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,157333,alternative
4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Meteora,Faint,162600,alternative
0U0ldCRmgCqhVvD6ksG63j,Kavinsky,Nightcall,Nightcall,258413,alternative
1foMv2HQwfQ2vntFf9HFeG,Gorillaz,Plastic Beach,Rhinestone Eyes,200173,alternative
57BrRMwf9LrcmuOsyGilwr,Linkin Park,Hybrid Theory (Bonus Edition),Crawling,208960,alternative
3dxiWIBVJRlqh9xk144rf4,Linkin Park,Meteora (Bonus Edition),Breaking the Habit,196906,alternative
1Vej0qeQ3ioKwpI6FUbRv1,Linkin Park,Hybrid Theory (Bonus Edition),Papercut,184866,alternative
6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,268613,alternative
0snQkGI5qnAmohLE7jTsTn,System Of A Down,Toxicity,Toxicity,218933,alternative
4UGvqm3e7UElrrriPtnhwz,Genevieve Stokes,Habits,Habits,136733,alternative
1YlulsUKDduOmC7WxvXYPW,Ruel,Free Time,Painkiller,213506,alternative
0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,Plastic Beach,On Melancholy Hill,233866,alternative
61mWefnWQOLf90gepjOCb3,Slipknot,Vol. 3: The Subliminal Verses,Duality,252613,alternative
4sOX1nhpKwFWPvoMMExi3q,MARINA,Electra Heart (Deluxe),Primadonna,221075,alternative
5anCkDvJ17aznvK5TED5uo,Avenged Sevenfold,Hail to the King,Hail to the King,305906,alternative
7zAt4tdL44D3VuzsvM0N8n,Avenged Sevenfold,Avenged Sevenfold,Afterlife,352426,alternative
5rAxhWcgFng3s570sGO2F8,Linkin Park,Hybrid Theory (Bonus Edition),A Place for My Head,184640,alternative
4UEo1b0wWrtHMC8bVqPiH8,Avenged Sevenfold,Nightmare,Nightmare,374453,alternative
1VNWaY3uNfoeWqb5U8x2QX,System Of A Down,Hypnotize,Lonely Day,167906,alternative
4e9eGQYsOiBcftrWXwsVco,System Of A Down,Toxicity,Aerials,235053,alternative
